,title,deputado_id,year,number,full_ref,vote,sessao_id,date,type
8704,"VOTAÇÃO EM 1º TURNO DO SUBSTITUTIVO DA COMISSÃO ESPECIAL",530027,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
28040,"REQUERIMENTO DE RETIRADA DE PAUTA",531878,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
16647,"REQUERIMENTO DE RETIRADA DE PAUTA",521137,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
14357,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 4 SESSÕES",528578,2011,61,"PEC  N  61 2011",O,313,2011-11-08,PEC
22513,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",528722,2010,512,"MPV  N  512 2010",N,68,2011-04-13,MPV
28417,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUIDOS  "" CAPUT  ART. 76",530022,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
1675,"REQUERIMENTO DE RETIRADA DE PAUTA",530137,1999,1876,"PL   N  1876 1999",N,107,2011-05-11,PL
7338,"VOTAÇÃO EM 1º TURNO DO SUBSTITUTIVO DA COMISSÃO ESPECIAL",528229,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
24064,"DVS - DEM - EMENDA Nº 22",520978,2011,382,"PL   N  382 2011",N,13,2011-02-16,PL
3874,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",530161,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
1869,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS""",530038,2011,61,"PEC  N  61 2011",S,316,2011-11-09,PEC
24697,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",525903,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
18172,"REQUERIMENTO DE RETIRADA DE PAUTA",520518,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
10032,"DVS - PSDB -  ART. 5º DO PLV",524512,2010,513,"MPV  N  513 2010",S,84,2011-04-26,MPV
19545,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",528067,2010,512,"MPV  N  512 2010",N,68,2011-04-13,MPV
29835,"DVS - PSDB - ART. 28 DO PLV",530043,2012,559,"MPV  N  559 2012",S,160,2012-06-12,MPV
15045,"DVS - DEM - ART. 24 DO PLV",530091,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
11959,"REQUERIMENTO DE RETIRADA DE PAUTA",527082,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
24412,"VOTAÇÃO EM 1º TURNO DO SUBSTITUTIVO DA COMISSÃO ESPECIAL",524907,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
21246,"REQUERIMENTO DE RETIRADA DE PAUTA",523150,2011,533,"MPV  N  533 2011",N,218,2011-08-24,MPV
22994,"REQ. DE CONCESSÃO DO PRAZO DE 1 SESSÃO P/ VOTAÇÃO DO PLV",520068,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
21,"DVS - PSDB - EMENDA Nº 1",522187,2011,382,"PL   N  382 2011",S,13,2011-02-16,PL
28453,"REQUERIMENTO DE RETIRADA DE PAUTA",525478,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
28883,"REQUERIMENTO DE RETIRADA DE PAUTA",521710,2011,527,"MPV  N  527 2011",N,153,2011-06-15,MPV
18891,"REQUERIMENTO DE RETIRADA DE PAUTA",530162,2010,517,"MPV  N  517 2010",N,116,2011-05-18,MPV
28166,"DVS - DEM - EMENDA Nº 22",530013,2011,382,"PL   N  382 2011",N,13,2011-02-16,PL
18370,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",530192,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
11420,"DVS - DEM - § 3º DO ART. 1º DA MP, CONSTANTE DO ART. 12 DO PLV",530178,2011,532,"MPV  N  532 2011",N,215,2011-08-23,MPV
3489,"DVS - DEM- EXP "" E DE INTERVENÇÃO DE DOMINIO ECONÔMICO"" CAP ART. 76",530131,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
4120,"DVS - PMDB - EMENDA Nº 164",530941,1999,1876,"PL   N  1876 1999",N,123,2011-05-24,PL
15526,"DVS - DEM - ART. 23 DO PLV",522014,2010,511,"MPV  N  511 2010",N,59,2011-04-06,MPV
26430,"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)",530661,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
27560,"REQ. DE CONCESSÃO DE PRAZO POR 1 SESSÃO",530019,2010,514,"MPV  N  514 2010",N,85,2011-04-27,MPV
22807,"DVS - PSDB - ART. 20 DO PLV",530171,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
6682,"PROPOSTA DE EMENDA À CONSTITUIÇÃO",530040,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
15060,"DVS - PSDB - ART. 12 DO PLV",530091,2011,532,"MPV  N  532 2011",S,209,2011-08-17,MPV
12596,"REQUERIMENTO DE RETIRADA DE PAUTA",522255,2011,533,"MPV  N  533 2011",N,217,2011-08-24,MPV
20736,"REQUERIMENTO DE RETIRADA DE PAUTA",530094,2010,502,"MPV  N  502 2010",N,20,2011-02-22,MPV
11787,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUÍDOS""",522119,2011,61,"PEC  N  61 2011",S,316,2011-11-09,PEC
3395,"REQUERIMENTO DE RETIRADA DE PAUTA",530141,2011,533,"MPV  N  533 2011",N,217,2011-08-24,MPV
3804,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",521434,2010,511,"MPV  N  511 2010",S,58,2011-04-05,MPV
24891,"DVS - PSDB - EXP. ""ATÉ 31 DE DEZEMBRO DE 2013"" EMENDA 4 SUB ART. 76 PEC",530173,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
28993,"REQUERIMENTO DE RETIRADA DE PAUTA",530208,2011,61,"PEC  N  61 2011",O,331,2011-11-22,PEC
19951,"DVS - PSDB - EXPRESSÃO ""básico e"" § 1º DO ART. 9º DO PLV",530184,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
3229,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST.",530050,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
18831,"REQUERIMENTO DE RETIRADA DE PAUTA",523098,2011,527,"MPV  N  527 2011",A,154,2011-06-15,MPV
502,"REQ. DE CONCESSÃO DO PRAZO DE 1 SESSÃO P/ VOTAÇÃO DO PLV",530164,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
1217,"DVS - PSDB - ART. 9º DO PLV",530033,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
10323,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",530201,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
8154,"DVS - PSDB - ART. 9º DO PLV",522190,2011,527,"MPV  N  527 2011",N,168,2011-06-28,MPV
8262,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",526158,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
629,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",522236,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
11912,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS"" CAPUT ART. 76",526079,2011,61,"PEC  N  61 2011",O,332,2011-11-22,PEC
3779,"DVS - PSDB - ART. 12 DO PLV",528887,2011,532,"MPV  N  532 2011",S,209,2011-08-17,MPV
18960,"DVS - PSDB - ART. 9º DO PLV",524876,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
7817,"DVS - PSDB - EXPRESSÃO ""básico e"" § 1º DO ART. 9º DO PLV",527013,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
29583,"DVS - PSDB - Emenda nº 9",530018,2011,551,"MPV  N  551 2011",N,76,2012-04-11,MPV
17783,"REQUERIMENTO DE RETIRADA DE PAUTA",533021,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
25477,"DVS - PV - ART. 2º  DO  PLV",520730,2010,512,"MPV  N  512 2010",A,68,2011-04-13,MPV
24354,"REQUERIMENTO DE RETIRADA DE PAUTA",524907,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
12863,"DVS - DEM - ART. 24 DO PLV",530030,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
11141,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",527072,2011,532,"MPV  N  532 2011",S,208,2011-08-17,MPV
6691,"DVS - DEM- EXP "" E DE INTERVENÇÃO DE DOMINIO ECONÔMICO"" CAP ART. 76",530040,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
22754,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES",526489,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
18376,"DVS - PSDB - EXPR. ""autoriza... ETAV"" CONST. DO ART. 1º DO PLV",530192,2010,511,"MPV  N  511 2010",S,59,2011-04-06,MPV
21930,"PROJETO DE DECRETO LEGISLATIVO",530155,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
27138,"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)",530154,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
25373,"DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1º DA PEC 61/2011",530160,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
6196,"DVS - PSDB - EXPRESSÃO ""básico e"" § 1º DO ART. 9º DO PLV",532150,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
7323,"PROPOSTA DE EMENDA À CONSTITUIÇÃO",528229,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
20055,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",527640,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
24321,"DVS - DEM - EMENDA Nº 28",520737,2011,1209,"PL   N  1209 2011",S,228,2011-08-31,PL
3025,"REQUERIMENTO DE RETIRADA DE PAUTA",522071,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
2229,"DVS - PV-PPS - INC. II DO § 3º DO ART. 1º, CONST. DO ART. 12 DO PLV",521241,2011,532,"MPV  N  532 2011",N,215,2011-08-23,MPV
20268,"REQUERIMENTO DE RETIRADA DE PAUTA",532148,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
28105,"REQUERIMENTO DE RETIRADA DE PAUTA",527977,2010,503,"MPV  N  503 2010",N,21,2011-02-23,MPV
4772,"REQUERIMENTO DE RETIRADA DE PAUTA",528288,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
11336,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",530203,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
28468,"DVS - PSDB - EMENDA Nº 18",525478,2004,3937,"PL   N  3937 2004",N,274,2011-10-05,PL
2915,"DVS - PSDB - EXPRESSÃO ""básico e"" § 1º DO ART. 9º DO PLV",530112,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
334,"SUBSTITUTIVO DA COMISSÃO ESPECIAL",530093,2011,1749,"PL   N  1749 2011",S,252,2011-09-20,PL
432,"DVS - Bloco PvPps - EXPR: ""por meio de decreto"" - ART. 3º DO PL 382/2011 (...)",533312,2011,382,"PL   N  382 2011",N,14,2011-02-16,PL
3959,"DVS - PSDB - EXP. ""ATÉ 31 DE DEZEMBRO DE 2013"" EMENDA 4 SUB ART. 76 PEC",531197,2011,61,"PEC  N  61 2011",S,316,2011-11-09,PEC
25355,"REQUERIMENTO DE RETIRADA DE PAUTA",530160,2011,532,"MPV  N  532 2011",N,206,2011-08-16,MPV
442,"REQUERIMENTO DE RETIRADA DE PAUTA",533312,2011,527,"MPV  N  527 2011",N,154,2011-06-15,MPV
11832,"PROJETO DE DECRETO LEGISLATIVO",530056,2011,220,"PDC  N  220 2011",O,300,2011-10-27,PDC
17356,"REQUERIMENTO DE RETIRADA DE PAUTA",530015,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
26607,"VOTAÇÃO EM SEGUNDO TURNO",531879,2011,61,"PEC  N  61 2011",S,331,2011-11-22,PEC
6703,"REQUERIMENTO DE RETIRADA DE PAUTA",530079,2010,503,"MPV  N  503 2010",O,21,2011-02-23,MPV
28879,"REQUERIMENTO DE RETIRADA DE PAUTA",521710,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
15500,"DVS - PSDB - EMENDA Nº 8",530087,2011,539,"MPV  N  539 2011",S,273,2011-10-05,MPV
24826,"DVS - PSDB - EXPRESSÃO ""básico e"" § 1º DO ART. 9º DO PLV",532847,2011,527,"MPV  N  527 2011",N,168,2011-06-28,MPV
25266,"REQ. DE CONCESSÃO DE PRAZO POR 1 SESSÃO",533055,2010,514,"MPV  N  514 2010",N,85,2011-04-27,MPV
17457,"DVS - PPS - ART. 46 DO PLV",532006,2011,540,"MPV  N  540 2011",S,299,2011-10-26,MPV
20558,"REQUERIMENTO DE RETIRADA DE PAUTA",520301,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
22686,"PROPOSTA DE EMENDA À CONSTITUIÇÃO",520787,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
21044,"REQUERIMENTO DE RETIRADA DE PAUTA",523198,2010,502,"MPV  N  502 2010",O,20,2011-02-22,MPV
9096,"VOTAÇÃO EM 1º TURNO DO SUBSTITUTIVO DA COMISSÃO ESPECIAL",525627,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
4447,"REQUERIMENTO DE RETIRADA DE PAUTA",526056,2011,530,"MPV  N  530 2011",N,191,2011-08-03,MPV
11337,"DVS - PV - ART. 2º  DO  PLV",530203,2010,512,"MPV  N  512 2010",N,68,2011-04-13,MPV
21705,"DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT",530108,2008,306,"PLP  N  306 2008",N,255,2011-09-21,PLP
18506,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST.",521987,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
22113,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",530194,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
5882,"DVS - PSDB - ART. 20 DO PLV",530163,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
18124,"DVS - PSDB - ART. 9º DO PLV",526317,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
13972,"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)",530101,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
6409,"REQUERIMENTO DE RETIRADA DE PAUTA",522042,2011,532,"MPV  N  532 2011",N,208,2011-08-17,MPV
18099,"REQUERIMENTO DE RETIRADA DE PAUTA",530084,2007,98,"PEC  N  98 2007",N,332,2011-11-22,PEC
13546,"DVS - DEM - EMENDA Nº 28",530118,2011,1209,"PL   N  1209 2011",N,228,2011-08-31,PL
20869,"DVS - PV-PPS - INC. II DO § 3º DO ART. 1º, CONST. DO ART. 12 DO PLV",530151,2011,532,"MPV  N  532 2011",S,215,2011-08-23,MPV
5935,"REQUERIMENTO DE RETIRADA DE PAUTA",523144,2010,2600,"PDC  N  2600 2010",A,60,2011-04-06,PDC
21103,"DVS - PSDB - ART. 20 DO PLV",526575,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
19332,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUIDOS  "" CAPUT  ART. 76",530114,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
25417,"PROJETO DE LEI DE CONVERSÃO",530124,2011,527,"MPV  N  527 2011",S,154,2011-06-15,MPV
10093,"DVS - DEM - § 3º DO ART. 1º DA MP, CONSTANTE DO ART. 12 DO PLV",532929,2011,532,"MPV  N  532 2011",S,215,2011-08-23,MPV
19960,"PROJETO DE LEI COMPLEMENTAR",530184,2011,87,"PLP  N  87 2011",S,228,2011-08-31,PLP
10071,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",524512,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
11371,"DVS - PSDB - EXP. ""ATÉ 31 DE DEZEMBRO DE 2013"" EMENDA 4 SUB ART. 76 PEC",530203,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
26880,"REQUERIMENTO DE RETIRADA DE PAUTA",530140,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
9431,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",527540,2011,61,"PEC  N  61 2011",O,313,2011-11-08,PEC
1170,"DVS - DEM - EMENDA Nº 22",531759,2011,382,"PL   N  382 2011",S,13,2011-02-16,PL
3421,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST.",530141,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
21540,"REQUERIMENTO DE RETIRADA DE PAUTA",530150,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
7358,"REQUERIMENTO DE RETIRADA DE PAUTA",530190,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
21844,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",530011,2011,61,"PEC  N  61 2011",S,313,2011-11-08,PEC
25236,"REQUERIMENTO DE RETIRADA DE PAUTA",530046,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
29054,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",521607,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
15600,"DVS - DEM - ART. 24 DO PLV",521209,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
6173,"DVS - DEM - EMENDA Nº 28",530212,2011,1209,"PL   N  1209 2011",N,228,2011-08-31,PL
27586,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",530019,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
9951,"DVS - PSDB - EXP. ""ATÉ 31 DE DEZEMBRO DE 2013"" EMENDA 4 SUB ART. 76 PEC",527045,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
25694,"DVS - DEM- EXP "" E DE INTERVENÇÃO DE DOMINIO ECONÔMICO"" CAP ART. 76",520760,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
9795,"REQUERIMENTO DE RETIRADA DE PAUTA",532966,2010,502,"MPV  N  502 2010",N,20,2011-02-22,MPV
20011,"DVS - PSDB - § 3º DO ART. 8º DO PLV",522106,2011,527,"MPV  N  527 2011",S,167,2011-06-28,MPV
11248,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES",520468,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
28637,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",530076,2011,532,"MPV  N  532 2011",S,208,2011-08-17,MPV
3717,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",526207,2011,532,"MPV  N  532 2011",S,208,2011-08-17,MPV
28093,"DVS - DEM- EXP "" E DE INTERVENÇÃO DE DOMINIO ECONÔMICO"" CAP ART. 76",531878,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
10132,"REQUERIMENTO DE RETIRADA DE PAUTA",531070,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
14800,"DVS - PSDB - EXPRESSÃO ""básico e"" § 1º DO ART. 9º DO PLV",530075,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
8337,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS"" CAPUT ART. 76",533309,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
29262,"REQUERIMENTO DE RETIRADA DE PAUTA",530066,2007,98,"PEC  N  98 2007",N,332,2011-11-22,PEC
15958,"REQUERIMENTO DE RETIRADA DE PAUTA",528134,2010,503,"MPV  N  503 2010",N,21,2011-02-23,MPV
15864,"REQUERIMENTO DE RETIRADA DE PAUTA",530202,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
25827,"DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1",530008,2011,61,"PEC  N  61 2011",S,317,2011-11-09,PEC
24410,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",524907,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
8405,"DVS - PV-PPS - EMENDA 64",532347,2010,517,"MPV  N  517 2010",N,126,2011-05-25,MPV
29846,"DVS - PSDB - ART. 28 DO PLV",5829166,2012,559,"MPV  N  559 2012",S,160,2012-06-12,MPV
10280,"REQUERIMENTO DE RETIRADA DE PAUTA",524640,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
3521,"REQUERIMENTO DE RETIRADA DE PAUTA",530097,2011,532,"MPV  N  532 2011",A,206,2011-08-16,MPV
15522,"DVS - DEM - EMENDA Nº 22",522014,2011,382,"PL   N  382 2011",S,13,2011-02-16,PL
12587,"DVS - PSDB - EMENDA Nº 3",522255,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
1965,"DVS - PV - ART. 2º  DO  PLV",528219,2010,512,"MPV  N  512 2010",N,68,2011-04-13,MPV
25035,"REQUERIMENTO DE RETIRADA DE PAUTA",530098,2011,61,"PEC  N  61 2011",O,317,2011-11-09,PEC
6807,"REQUERIMENTO DE RETIRADA DE PAUTA",526835,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
21191,"DVS - DEM - ART. 3º-A DA LEI 9933/99, ART. 13 DO PLV",522117,2011,541,"MPV  N  541 2011",S,287,2011-10-19,MPV
26972,"DVS - PPS - EXP "" OU QUE VIEREM A SER CRIADOS... LEGAIS "" CAPUT ART. 76",525230,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
17667,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",532007,2010,2600,"PDC  N  2600 2010",O,60,2011-04-06,PDC
14070,"REQ. DE CONCESSÃO DO PRAZO DE 1 SESSÃO P/ VOTAÇÃO DO PLV",524585,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
22899,"DVS - Bloco PvPps - EXPR: ""por meio de decreto"" - ART. 3º DO PL 382/2011 (...)",527813,2011,382,"PL   N  382 2011",S,14,2011-02-16,PL
14943,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST.",523548,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
20832,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST.",534005,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
14849,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST.",530075,2007,98,"PEC  N  98 2007",N,332,2011-11-22,PEC
15983,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",528134,2011,532,"MPV  N  532 2011",S,208,2011-08-17,MPV
13843,"DVS - PSDB - EXP. ""ATÉ 31 DE DEZEMBRO DE 2013"" EMENDA 4 SUB ART. 76 PEC",521109,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
10278,"DVS - DEM - ART. 3º-A DA LEI 9933/99, ART. 13 DO PLV",524640,2011,541,"MPV  N  541 2011",S,287,2011-10-19,MPV
14234,"DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1º DA PEC 61/2011",523277,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
99,"SUBSTITUTIVO DA COMISSÃO ESPECIAL",530659,2011,1749,"PL   N  1749 2011",S,252,2011-09-20,PL
17091,"DVS - PSDB - ART. 9º DO PLV",530026,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
11488,"REQUERIMENTO DE RETIRADA DE PAUTA",530061,2011,533,"MPV  N  533 2011",O,217,2011-08-24,MPV
19168,"DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT",531025,2008,306,"PLP  N  306 2008",S,255,2011-09-21,PLP
12009,"REQUERIMENTO DE RETIRADA DE PAUTA",530096,2011,533,"MPV  N  533 2011",N,218,2011-08-24,MPV
4191,"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)",528280,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
15008,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUIDOS  "" CAPUT  ART. 76",530029,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
4050,"PT - DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DA PEC Nº 61/2011",530211,2011,61,"PEC  N  61 2011",O,314,2011-11-08,PEC
8238,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",526158,2010,511,"MPV  N  511 2010",S,58,2011-04-05,MPV
456,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",533312,2011,61,"PEC  N  61 2011",O,313,2011-11-08,PEC
1881,"DVS - DEM - EMENDA Nº 22",530024,2011,382,"PL   N  382 2011",N,13,2011-02-16,PL
11565,"PROPOSTA DE EMENDA À CONSTITUIÇÃO",520015,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
27438,"PROJETO DE LEI DE CONVERSÃO",533129,2011,527,"MPV  N  527 2011",S,154,2011-06-15,MPV
19761,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS""",525846,2011,61,"PEC  N  61 2011",S,316,2011-11-09,PEC
29203,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",530066,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
8274,"DVS - PSDB - EXP. ""ATÉ 31 DE DEZEMBRO DE 2013"" EMENDA 4 SUB ART. 76 PEC",526158,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
5618,"REQUERIMENTO DE RETIRADA DE PAUTA",531071,2007,98,"PEC  N  98 2007",N,332,2011-11-22,PEC
15002,"REQUERIMENTO DE RETIRADA DE PAUTA",530029,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
27376,"DVS - DEM - EMENDA Nº 28",528107,2011,1209,"PL   N  1209 2011",S,228,2011-08-31,PL
16386,"REQUERIMENTO DE RETIRADA DE PAUTA",521068,2011,533,"MPV  N  533 2011",N,217,2011-08-24,MPV
14788,"REQUERIMENTO DE RETIRADA DE PAUTA",530075,2010,517,"MPV  N  517 2010",N,116,2011-05-18,MPV
16151,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS"" CAPUT ART. 76",530049,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
20078,"DVS - PSDB - EMENDA Nº 1",522928,2011,382,"PL   N  382 2011",N,13,2011-02-16,PL
4621,"DVS - DEM - § 3º DO ART. 1º DA MP, CONSTANTE DO ART. 12 DO PLV",524095,2011,532,"MPV  N  532 2011",N,215,2011-08-23,MPV
