,title,deputado_id,year,number,full_ref,vote,sessao_id,date,type
3191,"DVS - DEM - § 3º DO ART. 1º DA MP, CONSTANTE DO ART. 12 DO PLV",530050,2011,532,"MPV  N  532 2011",S,215,2011-08-23,MPV
291,"REQUERIMENTO DE RETIRADA DE PAUTA",523068,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
4438,"DVS - DEM - CAPÍTULO I DO PLV",526056,2011,527,"MPV  N  527 2011",S,167,2011-06-28,MPV
16034,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",529134,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
22844,"DVS - DEM- EXP "" E DE INTERVENÇÃO DE DOMINIO ECONÔMICO"" CAP ART. 76",530171,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
27363,"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)",528107,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
8713,"REQUERIMENTO DE CONCESSÃO DE PRAZO",530070,2010,511,"MPV  N  511 2010",N,57,2011-04-05,MPV
2582,"DVS - DEM - § 3º DO ART. 1º DA MP, CONSTANTE DO ART. 12 DO PLV",520515,2011,532,"MPV  N  532 2011",S,215,2011-08-23,MPV
12263,"DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1º DA PEC 61/2011",530216,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
21339,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",530183,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
17040,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",526213,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
14474,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",530103,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
28387,"REQUERIMENTO DE RETIRADA DE PAUTA",530022,2011,533,"MPV  N  533 2011",N,218,2011-08-24,MPV
28753,"EMENDA Nº 1",530134,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
19687,"REQUERIMENTO DE RETIRADA DE PAUTA",530105,2011,533,"MPV  N  533 2011",O,217,2011-08-24,MPV
2095,"REQUERIMENTO DE RETIRADA DE PAUTA",530031,2010,502,"MPV  N  502 2010",O,20,2011-02-22,MPV
14933,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS""",523548,2011,61,"PEC  N  61 2011",S,316,2011-11-09,PEC
25535,"REQUERIMENTO DE RETIRADA DE PAUTA",530009,2010,502,"MPV  N  502 2010",N,20,2011-02-22,MPV
18766,"DVS - PMDB - EMENDA Nº 164",521013,1999,1876,"PL   N  1876 1999",N,123,2011-05-24,PL
26411,"PROJETO DE DECRETO LEGISLATIVO",530661,2010,2600,"PDC  N  2600 2010",S,60,2011-04-06,PDC
16630,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUIDOS  "" CAPUT  ART. 76",530136,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
20261,"DVS - DEM- EXP "" E DE INTERVENÇÃO DE DOMINIO ECONÔMICO"" CAP ART. 76",527347,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
5570,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS"" CAPUT ART. 76",525375,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
10941,"REQUERIMENTO DE RETIRADA DE PAUTA",526179,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
4042,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",530211,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
23610,"REQUERIMENTO DE RETIRADA DE PAUTA",521043,2010,517,"MPV  N  517 2010",N,116,2011-05-18,MPV
26589,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST.",527964,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
24177,"DVS - DEM- EXP "" E DE INTERVENÇÃO DE DOMINIO ECONÔMICO"" CAP ART. 76",523547,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
9855,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",532966,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
3000,"DVS - DEM - § 3º DO ART. 1º DA MP, CONSTANTE DO ART. 12 DO PLV",522071,2011,532,"MPV  N  532 2011",S,215,2011-08-23,MPV
3221,"VOTAÇÃO EM SEGUNDO TURNO",530050,2011,61,"PEC  N  61 2011",S,331,2011-11-22,PEC
19978,"REQUERIMENTO DE RETIRADA DE PAUTA",530184,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
19609,"REQ. DE CONCESSÃO DE PRAZO POR 1 SESSÃO",527629,2010,514,"MPV  N  514 2010",N,85,2011-04-27,MPV
9566,"PROJETO DE DECRETO LEGISLATIVO",526411,2011,47,"PDC  N  47 2011",O,229,2011-09-01,PDC
2298,"REQUERIMENTO DE RETIRADA DE PAUTA",520520,2011,533,"MPV  N  533 2011",N,218,2011-08-24,MPV
29042,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS"" CAPUT ART. 76",530095,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
22424,"DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1º DA PEC 61/2011",523094,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
20756,"REQUERIMENTO DE RETIRADA DE PAUTA",530094,2011,527,"MPV  N  527 2011",N,154,2011-06-15,MPV
16745,"REQUERIMENTO DE RETIRADA DE PAUTA",530062,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
4899,"DVS - PSDB - EMENDA Nº 18",530005,2004,3937,"PL   N  3937 2004",N,274,2011-10-05,PL
16256,"DVS - DEM - ART. 24 DO PLV",520774,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
11974,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",527082,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
14350,"PROJETO DE LEI COMPLEMENTAR",528578,2011,87,"PLP  N  87 2011",S,228,2011-08-31,PLP
24490,"REQUERIMENTO DE RETIRADA DE PAUTA",530205,2007,98,"PEC  N  98 2007",N,332,2011-11-22,PEC
13145,"REQUERIMENTO DE RETIRADA DE PAUTA",530113,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
17805,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",530045,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
237,"REQUERIMENTO DE RETIRADA DE PAUTA",525500,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
29838,"DVS - Bloco PvPps - EXPR: ""por meio de decreto"" - ART. 3º DO PL 382/2011 (...)",530133,2011,382,"PL   N  382 2011",S,14,2011-02-16,PL
17879,"DVS - DEM - EMENDA Nº 34",523941,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
2098,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",530031,2010,511,"MPV  N  511 2010",O,58,2011-04-05,MPV
28484,"REQUERIMENTO DE RETIRADA DE PAUTA",525478,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
15439,"REQUERIMENTO DE RETIRADA DE PAUTA",520853,2011,532,"MPV  N  532 2011",N,206,2011-08-16,MPV
3445,"DVS - PMDB - EMENDA Nº 164",530131,1999,1876,"PL   N  1876 1999",N,123,2011-05-24,PL
2445,"DVS - PSDB - ART. 20 DO PLV",523606,2010,517,"MPV  N  517 2010",N,126,2011-05-25,MPV
6855,"DVS - DEM - § 3º DO ART. 1º DA MP, CONSTANTE DO ART. 12 DO PLV",530144,2011,532,"MPV  N  532 2011",N,215,2011-08-23,MPV
29549,"DVS - PSDB - ART. 20 DO PLV",531760,2010,517,"MPV  N  517 2010",N,126,2011-05-25,MPV
15441,"DVS - DEM - § 3º DO ART. 1º DA MP, CONSTANTE DO ART. 12 DO PLV",520853,2011,532,"MPV  N  532 2011",S,215,2011-08-23,MPV
15528,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",522014,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
19729,"DVS - DEM - EMENDA Nº 22",525846,2011,382,"PL   N  382 2011",N,13,2011-02-16,PL
5128,"REQUERIMENTO DE RETIRADA DE PAUTA",522329,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
3151,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES",520172,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
3052,"DVS - PMDB - EMENDA Nº 164",530168,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
27663,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST.",521435,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
833,"VOTAÇÃO EM SEGUNDO TURNO",526687,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
12677,"REQUERIMENTO DE RETIRADA DE PAUTA",530146,2010,511,"MPV  N  511 2010",N,58,2011-04-05,MPV
27073,"DVS - PSDB - EXPRESSÃO ""básico e"" § 1º DO ART. 9º DO PLV",530000,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
24882,"DVS - DEM - ART. 3º-A DA LEI 9933/99, ART. 13 DO PLV",530173,2011,541,"MPV  N  541 2011",S,287,2011-10-19,MPV
27208,"DVS - PV-PPS - INC. II DO § 3º DO ART. 1º, CONST. DO ART. 12 DO PLV",530193,2011,532,"MPV  N  532 2011",N,215,2011-08-23,MPV
14041,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",524585,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
20664,"DVS - PSDB - EXPR. ""autoriza... ETAV"" CONST. DO ART. 1º DO PLV",530188,2010,511,"MPV  N  511 2010",S,59,2011-04-06,MPV
12258,"DVS - PSDB - ART. 12 DO PLV",530216,2011,532,"MPV  N  532 2011",A,209,2011-08-17,MPV
24194,"DVS - DEM - ART. 23 DO PLV",530206,2010,511,"MPV  N  511 2010",N,59,2011-04-06,MPV
17201,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",530081,2010,511,"MPV  N  511 2010",S,58,2011-04-05,MPV
4973,"DVS - DEM - ART. 3º-A DA LEI 9933/99, ART. 13 DO PLV",528009,2011,541,"MPV  N  541 2011",S,287,2011-10-19,MPV
18565,"VOTAÇÃO EM 1º TURNO DO SUBSTITUTIVO DA COMISSÃO ESPECIAL",530128,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
3587,"REQUERIMENTO DE RETIRADA DE PAUTA",530157,2011,532,"MPV  N  532 2011",O,206,2011-08-16,MPV
14336,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",528578,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
29888,"PROJETO DE DECRETO LEGISLATIVO",531619,2010,2600,"PDC  N  2600 2010",S,60,2011-04-06,PDC
27812,"DVS - PSDB - ART. 20 DO PLV",520521,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
7190,"REQ. DE CONCESSÃO DE PRAZO POR 1 SESSÃO",522070,2010,514,"MPV  N  514 2010",N,85,2011-04-27,MPV
13155,"DVS - PSDB - ART. 20 DO PLV",530113,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
26753,"DVS - PSDB -  ART. 5º DO PLV",526509,2010,513,"MPV  N  513 2010",S,84,2011-04-26,MPV
14724,"DVS - DEM - EMENDA Nº 34",525011,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
7120,"DVS - DEM - ART. 24 DO PLV",527378,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
1913,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",530024,2011,532,"MPV  N  532 2011",S,208,2011-08-17,MPV
1100,"DVS - DEM - EXP. ""EM 20% NO ANO DE 2012,15% EM 2013, 10% EM 2014 E 5%  2015.",530020,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
2335,"REQUERIMENTO DE RETIRADA DE PAUTA",523540,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
1067,"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)",530020,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
8227,"DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1",526284,2011,61,"PEC  N  61 2011",O,317,2011-11-09,PEC
4582,"DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1º DA PEC 61/2011",530149,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
22019,"DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1",532214,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
1237,"DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT",530033,2008,306,"PLP  N  306 2008",N,255,2011-09-21,PLP
9474,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",530017,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
17536,"REQUERIMENTO DE RETIRADA DE PAUTA",521703,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
4039,"DVS - PV-PPS - INC. II DO § 3º DO ART. 1º, CONST. DO ART. 12 DO PLV",530211,2011,532,"MPV  N  532 2011",N,215,2011-08-23,MPV
10136,"DVS - PSDB - ART. 20 DO PLV",531070,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
14347,"DVS - PV-PPS - INC. II DO § 3º DO ART. 1º, CONST. DO ART. 12 DO PLV",528578,2011,532,"MPV  N  532 2011",N,215,2011-08-23,MPV
29590,"REQUERIMENTO DE RETIRADA DE PAUTA",531823,2009,5279,"PL   N  5279 2009",N,49,2012-03-20,PL
7195,"DVS - PV-PPS - EMENDA 64",522070,2010,517,"MPV  N  517 2010",N,126,2011-05-25,MPV
16104,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",530049,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
962,"REQUERIMENTO DE RETIRADA DE PAUTA",528183,2011,532,"MPV  N  532 2011",N,208,2011-08-17,MPV
21691,"DVS - PSDB - EMENDA Nº 3",530108,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
24223,"REQUERIMENTO DE RETIRADA DE PAUTA",530206,2011,533,"MPV  N  533 2011",N,217,2011-08-24,MPV
408,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",530059,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
6102,"REQ. DE CONCESSÃO DO PRAZO DE 1 SESSÃO P/ VOTAÇÃO DO PLV",528021,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
12738,"REQUERIMENTO DE RETIRADA DE PAUTA",520257,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
28249,"REQUERIMENTO DE RETIRADA DE PAUTA",530126,2011,527,"MPV  N  527 2011",N,153,2011-06-15,MPV
24076,"REQ. DE CONCESSÃO DE PRAZO POR 1 SESSÃO",520978,2010,514,"MPV  N  514 2010",N,85,2011-04-27,MPV
7950,"DVS - PSDB - EMENDA Nº 18",530080,2004,3937,"PL   N  3937 2004",S,274,2011-10-05,PL
24944,"REQUERIMENTO DE RETIRADA DE PAUTA",530142,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
23648,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES",521043,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
15584,"REQUERIMENTO DE RETIRADA DE PAUTA",521209,2010,511,"MPV  N  511 2010",N,57,2011-04-05,MPV
17743,"DVS - PMDB - EMENDA Nº 164",533021,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
11255,"VOTAÇÃO EM 1º TURNO DO SUBSTITUTIVO DA COMISSÃO ESPECIAL",520468,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
24518,"DVS - DEM - § 3º DO ART. 1º DA MP, CONSTANTE DO ART. 12 DO PLV",530195,2011,532,"MPV  N  532 2011",N,215,2011-08-23,MPV
12471,"DVS - DEM - EMENDA Nº 28",525097,2011,1209,"PL   N  1209 2011",S,228,2011-08-31,PL
2727,"REQUERIMENTO DE RETIRADA DE PAUTA",530004,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
15222,"REQ. DE CONCESSÃO DE PRAZO POR 1 SESSÃO",530662,2010,514,"MPV  N  514 2010",N,85,2011-04-27,MPV
15760,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",530198,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
11078,"DVS - PPS - EXP "" OU QUE VIEREM A SER CRIADOS... LEGAIS "" CAPUT ART. 76",520124,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
22682,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",520787,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
8336,"VOTAÇÃO EM SEGUNDO TURNO",533309,2011,61,"PEC  N  61 2011",S,331,2011-11-22,PEC
6491,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",530063,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
20483,"REQUERIMENTO DE RETIRADA DE PAUTA",530120,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
28650,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 4 SESSÕES",530076,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
26942,"REQUERIMENTO DE RETIRADA DE PAUTA",525230,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
23177,"DVS - PSDB - ART. 12 DO PLV",525474,2011,532,"MPV  N  532 2011",S,209,2011-08-17,MPV
29671,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",530177,2010,502,"MPV  N  502 2010",O,19,2011-02-22,MPV
25025,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",530098,2011,61,"PEC  N  61 2011",O,313,2011-11-08,PEC
16904,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",530110,2011,532,"MPV  N  532 2011",S,208,2011-08-17,MPV
1185,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST.",531759,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
1396,"REQ. DE CONCESSÃO DE PRAZO POR 1 SESSÃO",522059,2010,514,"MPV  N  514 2010",N,85,2011-04-27,MPV
18107,"REQUERIMENTO DE RETIRADA DE PAUTA",526317,2010,511,"MPV  N  511 2010",N,57,2011-04-05,MPV
2215,"REQUERIMENTO DE RETIRADA DE PAUTA",521241,2011,527,"MPV  N  527 2011",N,154,2011-06-15,MPV
24017,"DVS - PSDB - ART. 9º DO PLV",530064,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
21487,"DVS - DEM - CAPÍTULO I DO PLV",530068,2011,527,"MPV  N  527 2011",S,167,2011-06-28,MPV
11014,"REQUERIMENTO DE RETIRADA DE PAUTA",530083,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
17527,"DVS - DEM - EMENDA Nº 28",521703,2011,1209,"PL   N  1209 2011",N,228,2011-08-31,PL
3267,"DVS - PSDB - ART. 12 DO PLV",530897,2011,532,"MPV  N  532 2011",N,209,2011-08-17,MPV
24765,"PROJETO DE DECRETO LEGISLATIVO",530179,2010,2600,"PDC  N  2600 2010",S,60,2011-04-06,PDC
11873,"DVS - PV-PPS - EMENDA 64",526079,2010,517,"MPV  N  517 2010",N,126,2011-05-25,MPV
18792,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 4 SESSÕES",521013,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
20766,"REQ. DE CONCESSÃO DO PRAZO DE 1 SESSÃO P/ VOTAÇÃO DO PLV",530094,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
15106,"REQUERIMENTO DE RETIRADA DE PAUTA",520341,2011,530,"MPV  N  530 2011",N,191,2011-08-03,MPV
3736,"PROPOSTA DE EMENDA À CONSTITUIÇÃO",526207,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
14926,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",523548,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
2028,"DVS - DEM - EMENDA Nº 22",524132,2011,382,"PL   N  382 2011",S,13,2011-02-16,PL
28235,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",530126,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
23035,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",525428,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
22508,"REQUERIMENTO DE RETIRADA DE PAUTA",528722,2010,511,"MPV  N  511 2010",N,58,2011-04-05,MPV
10321,"REQUERIMENTO DE RETIRADA DE PAUTA",530201,1999,1876,"PL   N  1876 1999",O,107,2011-05-11,PL
6534,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",523769,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
22309,"REQUERIMENTO DE RETIRADA DE PAUTA",528881,2011,532,"MPV  N  532 2011",N,206,2011-08-16,MPV
17665,"REQUERIMENTO DE CONCESSÃO DE PRAZO",532007,2010,511,"MPV  N  511 2010",O,57,2011-04-05,MPV
23439,"REQUERIMENTO DE RETIRADA DE PAUTA",526493,2010,2600,"PDC  N  2600 2010",S,60,2011-04-06,PDC
13222,"DVS - PV - ART. 2º  DO  PLV",530152,2010,512,"MPV  N  512 2010",N,68,2011-04-13,MPV
26059,"DVS - DEM - EMENDA Nº 22",522843,2011,382,"PL   N  382 2011",N,13,2011-02-16,PL
3443,"REQUERIMENTO DE RETIRADA DE PAUTA",530131,2010,517,"MPV  N  517 2010",N,116,2011-05-18,MPV
28574,"DVS - DEM - ART. 24 DO PLV",533313,2010,517,"MPV  N  517 2010",N,126,2011-05-25,MPV
18262,"DVS - PSDB - ART. 12 DO PLV",530207,2011,532,"MPV  N  532 2011",N,209,2011-08-17,MPV
19588,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS"" CAPUT ART. 76",528067,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
28575,"PROJETO DE LEI DE CONVERSÃO",533313,2011,527,"MPV  N  527 2011",N,154,2011-06-15,MPV
29051,"REQUERIMENTO DE RETIRADA DE PAUTA",521607,2010,511,"MPV  N  511 2010",N,58,2011-04-05,MPV
15978,"DVS - DEM - EMENDA Nº 34",528134,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
47,"REQUERIMENTO DE RETIRADA DE PAUTA",522187,2011,533,"MPV  N  533 2011",O,217,2011-08-24,MPV
17374,"REQUERIMENTO DE RETIRADA DE PAUTA",530014,1999,1876,"PL   N  1876 1999",N,107,2011-05-11,PL
27488,"PROJETO DE DECRETO LEGISLATIVO",530998,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
6621,"REQUERIMENTO DE RETIRADA DE PAUTA",525386,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
17270,"DVS - PSDB - ART. 9º DO PLV",520290,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
11548,"REQUERIMENTO DE RETIRADA DE PAUTA",520015,2011,532,"MPV  N  532 2011",N,208,2011-08-17,MPV
9991,"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)",530053,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
20833,"DVS - PSDB - EMENDA Nº 1",530151,2011,382,"PL   N  382 2011",N,13,2011-02-16,PL
9548,"DVS - PMDB - EMENDA Nº 164",526411,1999,1876,"PL   N  1876 1999",N,123,2011-05-24,PL
21016,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",530175,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
29218,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",530066,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
2082,"DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1",524132,2011,61,"PEC  N  61 2011",S,317,2011-11-09,PEC
27464,"EMENDA Nº 1",533129,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
19047,"DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1",525821,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
20566,"REQUERIMENTO DE RETIRADA DE PAUTA",520301,2011,527,"MPV  N  527 2011",N,154,2011-06-15,MPV
22230,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 4 SESSÕES",520343,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
29339,"DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1º DA PEC 61/2011",530117,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
24950,"DVS - PV-PPS - EMENDA 64",530142,2010,517,"MPV  N  517 2010",N,126,2011-05-25,MPV
2668,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",530004,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
11049,"REQUERIMENTO DE RETIRADA DE PAUTA",520124,2010,517,"MPV  N  517 2010",N,116,2011-05-18,MPV
15119,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 4 SESSÕES",520341,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
694,"PROJETO DE DECRETO LEGISLATIVO",530196,2011,220,"PDC  N  220 2011",O,281,2011-10-11,PDC
22491,"VOTAÇÃO EM SEGUNDO TURNO",531877,2011,61,"PEC  N  61 2011",A,331,2011-11-22,PEC
8989,"DVS - DEM- EXP "" E DE INTERVENÇÃO DE DOMINIO ECONÔMICO"" CAP ART. 76",520258,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
26742,"REQUERIMENTO DE RETIRADA DE PAUTA",526509,2010,511,"MPV  N  511 2010",N,57,2011-04-05,MPV
1610,"REQUERIMENTO DE RETIRADA DE PAUTA",520429,2010,511,"MPV  N  511 2010",N,57,2011-04-05,MPV
25438,"PROJETO DE LEI COMPLEMENTAR",530124,2011,87,"PLP  N  87 2011",S,228,2011-08-31,PLP
28782,"DVS - PV - ART. 2º  DO  PLV",530069,2010,512,"MPV  N  512 2010",N,68,2011-04-13,MPV
18976,"DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT",524876,2008,306,"PLP  N  306 2008",S,255,2011-09-21,PLP
25960,"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)",530185,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
3239,"PROJETO DE DECRETO LEGISLATIVO",530897,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
13335,"EMENDA Nº 1",528540,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
